Hebi 1 torque	Hebi 2 torque	M3 torque
-0.788672	0.0375321	-0.00640794	
-0.79173	0.0210177	0.00378022	
-0.797518	0.0453981	0.0309841	
-0.79791	0.0307728	0.0200289	
-0.792512	-0.0495995	-0.0399558	
-0.761717	-0.00222623	-0.0144998	
-0.782179	0.0401679	0.00634585	
-0.800209	-0.0627409	-0.0151601	
-0.776352	0.0857502	0.0118359	
-0.807782	0.000694611	-0.0197304	
-0.78605	0.017093	0.0137382	
-0.792121	0.0571223	0.0154968	
-0.795106	0.0209633	0.00132691	
-0.795629	0.0200892	0.00700954	
-0.794924	0.0242033	0.0055734	
-0.784558	-0.0318317	-0.0209648	
-0.784228	0.0336043	0.00877813	
-0.818757	-0.0209901	-0.00652737	
-0.80261	-0.101649	-0.0124243	
-0.769856	0.0786814	0.00630918	
-0.789252	0.00732788	-0.00766564	
-0.74465	0.0238323	0.0198795	
-0.835795	-0.0265231	-0.0770676	
-0.791266	0.0513901	0.0551317	
-0.793287	0.0367828	0.00799097	
-0.799007	-0.0355808	-0.0204209	
-0.783362	0.0597975	0.0116833	
-0.804462	0.00404878	0.000229444	
-0.787449	-0.0167827	0.00591653	
-0.779463	0.0534674	0.00412417	
-0.793505	-0.0197141	-0.00210591	
-0.792461	0.00912503	0.0136783	
-0.78793	0.0436241	-0.0138458	
-0.792676	-0.00492212	-0.00310781	
-0.79857	0.0543605	0.0172825	
-0.808479	-0.047465	-0.0145508	
-0.785278	0.0341502	-0.0047388	
-0.782811	0.0167141	0.0106182	
-0.787303	-0.0408639	-0.00217643	
-0.740817	0.00453587	-0.00140134	
-0.747882	0.04688	-0.00478509	
-0.751653	0.0120833	0.00180034	
-0.765921	-0.0304374	0.00308182	
-0.759147	-0.00751422	0.00286405	
-0.765918	0.036727	-0.00376871	
-0.793704	0.0490251	0.0368039	
-0.799811	-0.0552533	-0.0301211	
-0.774723	0.0115582	-0.00472725	
-0.780854	0.0567608	0.0135171	
-0.789861	-0.0287365	-0.00378706	
-0.767324	0.0263091	-0.00606521	
-0.801073	0.0820546	0.0478139	
-0.799668	-0.20386	-0.0853922	
-0.749317	0.113016	0.0436896	
12.9226	13.0899	-0.000168021	
-1.02551	-1.12839	0.00956244	
-0.630442	-0.091476	-0.00737783	
-0.682012	0.024353	0.0109814	
-0.713745	0.00428537	-0.016311	
-0.7645	-0.0921492	-0.0163777	
-0.749144	0.0577476	0.0302617	
-0.775551	-0.0100127	-0.00961379	
-0.793464	-0.0119449	-0.00739894	
-0.754266	0.0842004	0.0403428	
-0.781005	-0.0514247	-0.0232436	
-0.765004	-0.00672536	-0.00795305	
-0.786147	0.0695875	0.0132315	
-0.799598	0.0260343	0.0309339	
-0.791766	-0.0446418	-0.028661	
-0.768463	0.053974	0.00512873	
-0.785129	-0.0311513	-0.015929	
-0.766724	0.0248239	0.0141768	
-0.770255	-0.0398198	-0.0143637	
-0.763203	0.0436582	0.00720696	
-0.776137	0.0309484	0.00431077	
-0.793474	-0.120156	-0.0348504	
-0.751291	0.0514547	-0.00280416	
-0.751313	0.0231332	0.0218934	
-0.795549	-0.0765391	-0.00571141	
-0.753809	0.020546	0.0097146	
-0.749199	0.0371045	0.00714975	
-0.764744	0.0154823	-0.013577	
-0.746928	0.0125978	0.0081174	
-0.771179	0.0239908	0.00407091	
-0.761547	-0.0249471	-0.0111233	
-0.753894	0.0309576	0.0127963	
-0.749724	-0.115601	-0.0135641	
-0.735512	0.122622	0.0065937	
-0.770013	0.0373006	0.0205014	
-0.772537	0.0343979	0.00215533	
-0.758788	-0.0366542	-0.0149461	
-0.751336	0.0450674	-0.00413907	
-0.758948	0.027206	0.00909866	
-0.738962	-0.00142403	-0.00622312	
-0.747263	-0.02923	-0.012944	
-0.723738	0.0488808	-0.00600365	
-0.750336	0.0676243	0.0289041	
-0.780281	-0.0660612	-0.0235518	
-0.725347	0.116723	0.0120176	
-0.751642	0.0246186	0.00182566	
-0.743803	-0.0136813	-0.00462359	
-0.731862	0.0987269	0.051134	
-0.745456	-0.00417051	-0.0437987	
-0.729203	0.00379207	0.00217509	
-0.727815	0.0493054	0.00281294	
-0.736894	0.030795	-0.00215123	
-0.734936	-0.0118027	-0.0233939	
-0.735269	0.126238	0.0388873	
-0.749323	0.0462558	0.0181622	
-0.730947	-0.0330932	-0.0844969	
-0.71221	0.10617	0.0745733	
-0.708924	-0.0466211	-0.0315151	
-0.674636	0.0457093	0.0149311	
-0.647252	0.0379572	0.0021616	
-0.68236	-0.0945133	0.00279722	
-0.652536	0.142477	-0.00826342	
-0.652161	0.0555144	0.00505682	
-0.702412	0.054368	0.00281007	
-0.707115	-0.0301856	0.00372009	
-0.664721	0.0860061	-0.0150009	
-0.663104	0.0547114	-0.0163822	
-0.690778	0.0219056	0.00906004	
-0.64597	0.0980609	0.0120719	
-0.671623	0.0854531	-0.00713946	
-0.720972	0.00910239	0.039194	
-0.621578	0.0870344	-0.0313797	
-0.628228	-0.132803	0.00119398	
-0.608915	0.213789	8.2227e-05	
-0.64838	0.0482234	-0.0191728	
-0.622813	0.0885478	0.0149891	
-0.635359	0.077932	-0.00222184	
-0.642148	0.0545394	0.004768	
-0.62779	0.0550451	-0.0101195	
-0.59955	0.0225661	-0.00574509	
-0.620121	0.0428449	0.0175357	
-0.612242	0.133453	-0.00793987	
-0.621998	0.0224867	-0.00932596	
-0.603595	0.138828	-0.00519855	
-0.587804	0.0309928	0.0286571	
-0.620825	0.142048	-0.0165999	
-0.615986	0.147388	0.00353164	
-0.606991	0.0727384	-0.00781909	
-0.621463	0.160587	0.0143225	
-0.609305	0.0791442	-0.0123189	
-0.412526	0.023419	-0.00546136	
-0.33297	0.249392	0.00476362	
-0.359285	0.182308	-0.0139438	
-0.338575	0.213469	0.00315849	
-0.346969	0.212491	0.0264435	
-0.342832	0.170877	-0.00845029	
-0.33459	0.184011	0.0112591	
0.0485552	0.690048	-0.0256372	
0.114563	0.841858	-0.0165915	
0.180136	0.92812	-0.00881859	
0.217887	1.03134	-0.0124008	
0.197245	1.07115	-0.0243911	
0.1581	1.12181	-0.0220063	
0.138498	1.10231	-0.0146437	
0.124485	1.14683	-0.0150196	
0.126242	1.20457	-0.00827128	
0.10599	1.20707	-0.0416328	
0.0945832	1.14811	0.0225988	
0.133594	1.25871	0.00116352	
0.103684	1.20871	-0.0103032	
0.126798	1.23148	-0.00704566	
0.129541	1.24782	-0.012899	
0.137295	1.25608	-0.00044372	
0.133095	1.20435	-0.0244716	
0.152839	1.34064	0.00801864	
0.142228	1.32707	-0.0153946	
0.167101	1.35654	0.00710737	
0.132467	1.34893	-0.0186664	
0.148614	1.41181	-0.00614777	
0.149465	1.46554	0.0047926	
0.123729	1.44393	-0.0046594	
0.142029	1.53916	0.00567836	
0.134258	1.51415	-0.0224148	
0.165942	1.55758	-0.00206532	
0.136487	1.5416	-0.0237417	
0.14612	1.58036	-0.00865977	
0.145933	1.58146	-0.0196751	
0.151898	1.52623	-0.032706	
0.162629	1.72173	0.0434468	
0.148847	1.64589	-0.0116984	
0.147154	1.62834	-0.0822623	
0.147415	1.67801	-0.0543346	
0.170294	1.67635	0.0152209	
0.164304	1.73101	0.0107349	
0.15157	1.65369	-0.0307164	
0.19596	1.76539	-0.006924	
0.163779	1.74319	-0.00291321	
0.172012	1.72885	-0.0164916	
0.178753	1.72748	-0.00494338	
0.132392	1.71896	-0.0182192	
0.179621	1.80769	0.00322752	
0.168807	1.80064	-0.0063329	
0.157863	1.77688	-0.00596883	
0.171537	1.81188	-0.0171361	
0.165467	1.76936	-0.00161083	
0.179326	1.83617	-0.00651584	
0.163533	1.82629	-0.00956042	
0.158514	1.83003	-0.015515	
0.193026	1.87749	-0.0170609	
0.190806	1.88346	-0.00157556	
0.178704	1.83902	-0.0313264	
0.18829	1.88715	-0.0070132	
0.167039	1.93588	0.0042846	
0.207536	2.04881	0.0841692	
0.218721	2.01684	-0.0175282	
0.223403	2.06519	-0.0196802	
0.23816	2.0823	-0.0242427	
0.313511	2.09242	-0.00230344	
0.27577	2.16096	0.00378709	
0.292416	2.15489	-0.0253545	
0.308054	2.21958	-0.0183969	
0.320994	2.18566	-0.0146607	
0.337901	2.15508	-0.0295928	
0.346335	2.27531	-0.00735211	
0.367767	2.30059	-0.00156639	
0.384723	2.30814	-0.010343	
0.402855	2.36122	-0.000684995	
0.431262	2.39829	-0.015521	
0.43427	2.35616	-0.0100127	
0.479421	2.4199	-0.00492591	
0.459712	2.44519	-0.00790622	
0.504936	2.47782	-0.0453139	
0.526057	2.5514	0.0138266	
0.627067	2.54697	0.0120551	
0.593992	2.61189	0.0228368	
0.62067	2.60418	-0.0365971	
0.642636	2.66328	-0.022167	
0.671835	2.70489	-0.0065944	
0.680598	2.60498	-0.0558049	
0.901932	2.87011	-0.0406432	
0.74837	2.83975	0.0130627	
0.787622	2.80061	-0.0295226	
0.815819	2.86176	-0.0161146	
0.844467	2.87673	-0.0185484	
0.922469	2.9333	0.0190423	
0.904592	2.97043	0.0256602	
0.935251	2.92023	-0.0225503	
0.966301	2.96729	0.0286735	
0.992295	3.04134	-0.00597854	
1.02969	3.03164	-0.000986547	
1.05671	3.06144	-0.00431109	
1.07067	3.06349	-0.0266401	
1.1051	3.10392	0.00557078	
1.13485	3.10218	-0.0118588	
1.14445	3.07612	-0.0146638	
1.19706	3.19175	-0.00344216	
1.23364	3.23364	0.00857586	
1.2579	3.30251	0.00203102	
1.30423	3.28994	-0.0155103	
1.34053	3.32756	0.00172529	
1.36936	3.37994	-0.00722963	
1.40789	3.3973	-0.0022954	
1.42758	3.37307	-0.0255048	
1.47086	3.4147	-0.0101442	
1.49144	3.46461	0.0146157	
1.5214	3.48048	-0.00347785	
1.56106	3.49281	-0.00355522	
1.5797	3.47413	-0.00415474	
1.60031	3.41689	-0.00421969	
1.61794	3.52137	-0.00201828	
1.71402	3.57338	0.0146836	
1.71365	3.67492	0.0347151	
1.78267	3.63988	-0.0193276	
1.80415	3.62827	-0.00446535	
1.82275	3.56572	-0.0231819	
1.87261	3.6583	0.0123071	
1.88321	3.58665	-0.0377327	
1.94287	3.69454	0.0111825	
1.97905	3.71407	-0.00484347	
2.02569	3.7728	0.0330824	
2.05898	3.7784	-0.0228468	
2.09042	3.79148	-0.00129405	
2.12856	3.84823	0.0312509	
2.16701	3.81242	-0.0215615	
2.18546	3.92444	-0.00549391	
2.22741	3.93451	0.00216094	
2.25039	3.89847	-0.00692263	
2.274	3.89911	-0.00019231	
2.30566	3.938	-0.00159026	
2.34819	3.96889	0.00849756	
2.38425	3.97669	-0.0101737	
2.413	4.01703	0.0234951	
2.45533	3.98344	-0.022402	
2.49706	4.00771	-0.00461624	
2.51506	4.09844	0.0280118	
2.58025	4.06683	-0.0159725	
2.59889	4.08057	-0.00595835	
2.63287	4.07842	0.027731	
2.6663	4.05243	-0.0111227	
2.68809	4.05854	-0.0132531	
2.72167	4.01178	-0.00550847	
2.75058	4.02524	0.00513467	
2.77485	3.94825	-0.00937045	
2.81219	4.01606	0.00875068	
2.85154	4.03042	-0.000916018	
2.89289	4.05281	0.0328687	
2.90936	4.06304	-0.00625432	
2.95636	3.98752	-0.0229023	
2.9714	4.03835	0.00581821	
3.00034	4.04436	0.0118773	
3.02138	4.02959	0.0170664	
3.06394	4.0204	0.00385233	
3.07852	4.00032	0.000410698	
3.10522	4.01403	-0.00177467	
3.1271	4.01235	-0.00388386	
3.14643	4.0834	0.023496	
3.18762	4.05503	0.00356455	
3.21733	4.02643	-0.00693924	
3.23578	4.03061	0.0111542	
3.26582	4.00233	-0.0111221	
3.27533	3.98653	0.000314634	
3.29525	4.00466	0.00909883	
3.3331	3.96098	0.00655572	
3.34452	3.97011	0.00651755	
3.37277	3.93965	0.00617543	
3.4039	3.92476	0.00685987	
3.39584	3.96474	0.0268933	
3.4408	3.8911	-0.0235147	
3.43997	3.88023	-0.00306653	
3.46345	3.79752	-0.00521402	
3.46262	3.75956	-0.00768532	
3.58086	3.73041	-0.120041	
3.51707	3.80284	0.0258787	
3.53327	3.73381	-0.0165689	
3.5517	3.80961	0.0297626	
3.57352	3.76717	0.00628155	
3.55516	3.61812	0.00752587	
3.57588	3.66377	-0.00255057	
3.61199	3.69707	0.0161614	
3.59187	3.46612	-0.0286543	
3.59126	3.60747	0.0271072	
3.61921	3.52005	0.00945319	
3.71942	3.55282	-0.103307	
3.65137	3.56284	0.0148198	
3.66488	3.52386	0.00252841	
3.75684	3.4811	-0.093628	
3.66765	3.40458	-0.0107193	
3.67448	3.42659	0.0169571	
3.68716	3.28643	-0.0277212	
3.6889	3.3307	0.0235652	
3.71246	3.41093	0.0142846	
3.72235	3.32992	0.00245979	
3.71853	3.27526	0.000636417	
3.72189	3.16164	-0.0350732	
3.70883	3.20203	0.0246853	
3.72223	3.22652	0.0582836	
3.74017	3.13306	-0.0282306	
3.72651	3.13037	0.0018344	
3.718	3.09107	0.022258	
3.73479	3.04221	-0.0109852	
3.73548	3.01519	0.0207909	
3.73505	2.93287	-0.0226322	
3.72211	2.83364	0.00451206	
3.71898	2.76637	-0.0114002	
3.71754	2.81869	0.0140003	
3.71012	2.66545	-0.0129749	
3.70896	2.7152	0.0202898	
3.71762	2.61125	-0.000137658	
3.69814	2.39332	-0.0243922	
3.68183	2.58977	0.0257886	
3.68542	2.49647	0.00683049	
3.66925	2.34241	-0.0143394	
3.65328	2.45946	0.0231606	
3.66903	2.42458	-0.00208221	
3.61153	2.1434	-0.00380626	
3.58104	2.25089	0.0006708	
3.60922	2.30453	0.0162406	
3.60651	2.17289	-0.00503565	
3.58672	2.1346	0.0125191	
3.57479	2.09791	0.0164302	
3.55411	2.00609	-0.0144087	
3.54372	1.97958	-0.00212239	
3.52869	1.80768	-0.0566114	
3.49773	1.72366	0.00628227	
3.49543	1.77278	0.0096521	
3.48018	1.7731	0.0153948	
3.45624	1.66358	0.00733624	
3.43217	1.60724	0.00698875	
3.38482	1.53148	0.0149121	
3.40978	1.51536	-0.012724	
3.28644	1.34918	-0.0215104	
3.21806	1.33218	0.0190956	
3.17513	1.26411	0.00491535	
3.12355	1.18974	0.00716152	
3.08841	1.05404	-0.0259814	
3.03748	0.998293	0.00707053	
2.9936	1.01147	0.048668	
2.96486	0.909267	0.0152671	
2.93381	0.77422	-0.0140005	
2.90131	0.64015	-0.00877262	
2.84116	0.639488	0.00458345	
2.77157	0.398465	-0.0395233	
2.73393	0.458686	0.0219575	
2.69979	0.401381	0.0210885	
2.64047	0.32738	-0.002381	
2.56913	0.240853	0.0124058	
2.52086	0.170136	0.00422302	
2.45969	0.064439	-0.00386217	
2.41212	0.0147551	0.00907344	
2.36339	-0.0412681	0.0152163	
2.32676	-0.157283	-0.000114377	
2.28088	-0.187142	0.0294004	
2.25119	-0.323503	-0.00840057	
2.21252	-0.472837	0.000646309	
2.24185	-0.656941	-0.0457386	
2.19756	-0.53986	0.0439242	
2.19766	-0.651468	0.0182688	
2.16042	-0.871644	-0.0241053	
2.19258	-0.71027	0.0291731	
2.18683	-0.760874	0.0150321	
2.19477	-1.01588	-0.00704135	
2.16145	-0.696509	0.00316138	
2.12933	-0.772354	0.00351349	
2.06322	-0.927169	-0.0151425	
2.04106	-0.789582	0.0174049	
2.00405	-0.799733	0.0166478	
1.94982	-0.806535	0.00845071	
1.87193	-0.823999	0.0208215	
1.82284	-0.871172	-0.0335458	
1.78043	-0.870665	0.00724888	
1.71581	-0.87887	0.00405851	
1.66604	-0.973199	0.00580825	
1.60836	-0.916548	-0.00668593	
1.57802	-0.920089	9.57132e-05	
1.54803	-0.860247	0.0211243	
1.52313	-0.869145	0.00925087	
1.49508	-0.891555	0.0231144	
1.45247	-1.01655	-0.00163532	
1.27588	-1.07002	-0.00395524	
1.40437	-0.921275	-0.000702005	
1.26184	-0.985188	0.0193	
1.33389	-0.911075	0.00160636	
1.29042	-0.924027	-0.00475457	
1.13489	-1.02274	0.00329821	
1.10068	-1.15342	-0.0437869	
1.1274	-0.867823	0.0489834	
1.07266	-0.904127	0.0390882	
0.913716	-1.08413	-0.00171135	
0.839463	-1.06946	-0.00429717	
0.738005	-1.03527	-0.00037295	
1.73715	-0.759186	0.101703	
1.66937	-0.878982	0.093286	
1.72614	-0.90728	0.0861171	
1.7817	-1.05294	0.00373025	
1.78493	-1.12366	-0.000538862	
1.78176	-1.10815	0.00544966	
1.79672	-1.23398	0.0112255	
1.79789	-1.27342	-0.00400594	
2.04677	-0.547201	-0.000756072	
1.65389	-0.387097	0.0172678	
1.47961	-0.944946	0.252364	
1.83342	-0.500297	-0.000839969	
1.44808	-0.529973	-0.0379716	
1.33777	-0.361051	0.222846	
1.24171	-0.429854	0.109175	
1.23037	-0.430377	0.159619	
1.24309	-0.471959	0.162851	
1.34878	-0.266717	-0.00378848	
1.26951	-0.0946941	0.0195913	
1.07292	-0.130673	0.00695246	
1.02854	-0.0833415	-0.0100506	
1.01633	-0.043907	0.00444147	
0.977717	-0.0321878	0.0031004	
0.972445	-0.0436375	0.00409385	
0.94055	0.0108385	-0.00578096	
0.923474	-0.0548002	-0.000467369	
0.928959	-0.0586917	-0.00783466	
0.929479	0.0273193	0.00829934	
0.921323	-0.0216412	-0.00568532	
0.924263	-0.0112573	0.0197883	
0.932702	-0.0502128	-0.0329132	
0.95133	0.0345411	0.0139096	
0.933811	-0.0364911	0.000965862	
0.9494	0.00413365	-0.00380573	
0.937774	-0.0840515	-0.00119817	
0.972762	0.0118414	0.00216722	
0.965306	-0.00698501	0.00291026	
0.94238	-0.0223057	0.0324995	
0.979419	-0.0276351	-0.0276183	
0.983137	-0.0217788	-0.00199438	
0.991802	-0.0155004	0.00192554	
0.985454	-0.0430705	-5.29388e-05	
0.981823	-0.00512004	0.0277202	
1.00456	-0.043851	-0.0147906	
0.998827	-0.0139338	-0.0152274	
0.997416	-0.0542552	0.00798155	
1.0019	-0.0651477	-0.0109036	
0.982276	-0.0303086	0.0171836	
1.00804	-0.0351455	-0.00677863	
0.979066	-0.197503	-0.0249987	
1.07383	0.140141	0.0137793	
1.01307	-0.102126	-0.000926093	
1.04635	-0.00888571	-0.00217618	
1.02621	0.000114233	0.00235878	
1.02903	-0.0864286	-0.0103713	
1.04805	-0.0553514	0.00683746	
1.04701	0.0180651	-0.00133344	
1.04213	-0.0444668	-0.000214747	
1.04948	-0.0175761	0.0049241	
1.04926	0.0421638	0.00344106	
1.02548	-0.0405024	-0.0103525	
1.05314	-0.0638908	0.00571645	
1.05404	-0.0607737	-0.000762461	
1.06273	-0.0424922	0.000576363	
1.06143	-0.0289283	0.00575152	
1.06568	-0.0368757	-0.00665926	
1.05178	-0.113515	-0.0187003	
1.09051	0.0452741	0.0339023	
1.06424	-0.0384341	-0.0186311	
1.05735	-0.0561601	-0.00712827	
1.06998	-0.101286	-0.00484527	
1.0899	0.0259741	0.0137224	
1.06038	-0.0607611	-0.0155627	
1.09464	0.0180571	0.00495041	
1.07691	-0.00971981	0.0148576	
1.07907	-0.0635547	-0.0153874	
1.08689	-0.0227021	0.00322004	
1.04604	-0.0305335	0.0407271	
1.09507	-0.0394932	-0.0380299	
1.08972	-0.000383954	0.0196235	
1.09927	-0.166288	-0.0290922	
1.13544	-0.0455112	-0.0231066	
1.10099	0.0399629	0.0196712	
1.1031	0.0229521	0.00647396	
1.07839	-0.0452053	-0.00534403	
1.09411	-0.0293624	0.00128515	
1.0953	-0.00970277	0.0177988	
1.07376	-0.241181	-0.0607602	
1.12387	-0.0177765	0.0138368	
1.12398	0.0703845	0.0243468	
1.0965	-0.0398893	-0.00702831	
1.10993	0.0411	0.0137788	
1.10607	-0.0265338	-0.00605063	
1.09651	-0.112455	-0.0104712	
1.12211	-0.0525166	0.011654	
1.12879	-0.0340389	-0.0141814	
1.13431	0.0934405	0.0425809	
1.10409	-0.0343844	-0.0235946	
1.11033	-0.0463517	-0.00150812	
1.12189	-0.00459631	0.00449119	
1.10267	-0.0484933	0.0198824	
1.13797	-0.0471301	-0.0199629	
1.13824	-0.00666961	0.00429018	
1.12878	-0.017537	-0.00421408	
1.13758	-0.0199031	-0.00745129	
1.12639	0.000580723	0.0256037	
1.13135	-0.0323301	0.011387	
1.14027	-0.057923	-0.0263528	
1.14746	-0.029478	-0.00722777	
1.13735	0.033122	-0.00480344	
1.13084	-0.108719	0.00406239	
1.15561	0.0544671	0.0280243	
1.12351	-0.10009	-0.0296215	
1.14396	0.0392186	-0.0072305	
1.14121	-0.0804533	-0.00225653	
1.16598	0.0535957	0.0234782	
1.13346	-0.0512774	-0.0165676	
1.13699	0.0406164	-0.00499984	
1.12944	-0.0497464	0.0292962	
1.15029	-0.0185803	-0.00261543	
1.13949	-0.0349437	-0.00164006	
1.14952	0.0346606	-0.0210571	
1.13821	-0.0934948	0.0104913	
1.09426	-0.412255	-0.0736993	
1.27423	0.276194	0.0556125	
1.14822	0.0459867	0.0385271	
1.12683	-0.0611026	-0.0412959	
1.15999	0.0351413	0.0135071	
1.1594	-0.0161621	-0.00241749	
1.14505	0.00680927	0.0247389	
1.14704	0.00187066	-0.0267335	
1.16442	-0.043868	0.0086622	
1.14433	-0.1003	-0.0276203	
1.17957	0.0237651	0.01493	
1.17821	0.0187185	0.000120593	
1.15543	0.0779818	0.0290031	
1.15543	-0.0766194	-0.0254362	
1.17378	-0.0449444	-0.00558625	
1.18509	-0.000985922	0.00358952	
1.15963	0.0304038	-0.00696903	
1.1675	-0.085767	-0.00307685	
1.18376	0.0452426	0.0183708	
1.15928	-0.0512363	-0.0181134	
1.1874	-0.00056498	0.00495366	
1.17815	-0.0284844	-0.00158689	
1.16926	-0.0215867	-0.0113589	
1.17108	-0.0269346	0.00519447	
1.18237	0.0301572	0.00558031	
1.1744	-0.0200795	-0.000624284	
1.14326	-0.0704701	0.0251469	
1.20084	0.00849832	-0.0172828	
1.17695	0.00275586	-0.00802297	
1.17508	0.0069903	-0.0032343	
1.17267	-0.0327538	0.00111051	
1.19073	0.0187568	0.00887519	
1.17931	-0.00538019	-0.00282857	
1.15908	-0.0527664	0.0039993	
1.16798	0.0518922	-0.00319006	
1.17075	0.000371904	-0.00177049	
1.17487	-0.0243207	0.000562279	
1.17101	0.016779	0.0214127	
1.17622	-0.0768841	-0.0191495	
1.19263	0.0454788	-0.00378588	
1.17451	-0.0656614	-0.0128301	
1.18375	0.0818474	0.0179478	
1.17865	-0.0414624	-0.00252996	
1.19423	-0.0144915	-0.00405623	
1.18583	-0.049876	0.00533402	
1.19447	0.0187571	-0.00593271	
1.18033	0.0198337	0.0168898	
1.18142	-0.0280947	-0.0144246	
1.18607	0.00705092	0.019316	
1.18788	0.00119392	0.00428379	
1.18979	-0.0157165	-0.00527147	
1.18483	-0.0611154	-0.0148169	
1.2032	0.00155848	-0.00174821	
1.19123	-0.00334339	0.0182245	
1.18161	-0.0101769	0.00303128	
1.20141	0.0156673	-0.0157182	
1.18482	-0.0351937	-0.000785824	
1.18588	-0.000696501	0.00084155	
1.1802	-0.0215855	-0.00147221	
1.19404	-0.144628	-0.0194285	
1.20363	0.0781185	0.0237758	
1.17353	-0.161555	-0.0447921	
1.19319	0.192482	0.0542092	
1.16005	-0.0524121	-0.0220695	
1.16695	-0.0344379	-0.0013009	
1.18571	0.0114746	0.0211818	
1.19601	0.0137426	0.0053467	
1.17713	0.0326902	0.0117722	
1.18359	-0.0196401	-0.0153902	
1.1848	-0.109983	-0.0227538	
1.20326	0.0238636	0.00851713	
1.18714	-0.00817737	-0.0037393	
1.17754	-0.00136712	0.0282179	
1.17927	-0.0261212	-0.0263967	
1.18967	-0.0192922	0.00230789	
1.17654	-0.00511767	0.0137122	
1.17413	-0.0192486	-0.0172619	
1.18144	-0.0533365	-0.000444307	
1.18553	0.0102686	0.00116427	
1.18057	0.0218991	0.0135422	
1.1855	-0.0389541	0.00899627	
1.18879	-0.0398419	-0.022504	
1.18914	-0.00175161	-0.000543087	
1.18176	-0.0209977	0.032777	
1.16425	-0.178434	-0.0445768	
1.22205	0.112424	0.0520012	
1.17599	-0.0619016	-0.0299954	
1.17802	-0.0514096	0.0143333	
1.19159	-0.0165233	-0.0237564	
1.18613	-0.0491873	0.00584909	
1.19937	0.0231438	-0.00980838	
1.18275	-0.0263665	0.0195547	
1.16728	0.00607782	-0.00988723	
1.1725	-0.0516446	-0.00659757	
1.18433	-0.0541424	0.00939304	
1.1461	-0.0470178	0.0437788	
1.18752	0.0327754	-0.0515391	
1.17513	-0.0916191	0.00271683	
1.19704	-0.0425311	-0.00567283	
1.16842	0.03535	0.0134718	
1.16934	-0.14989	-0.0187481	
1.20602	-0.0196987	-0.00042918	
1.19382	-0.0135362	0.00308039	
1.1885	-0.0570299	-0.00328114	
1.17683	-0.0219174	-0.00293181	
1.17184	-0.0675105	0.0020079	
1.17752	-0.043487	-0.00463712	
1.15734	0.0178829	0.00600951	
1.17132	-0.0543482	-0.0126172	
1.17216	-0.0718708	0.00291737	
1.17088	-0.133653	-0.0189219	
1.166	-0.0105583	0.0118398	
1.16389	-0.0727219	0.00457076	
1.16099	-0.0849859	-0.0131594	
1.15451	0.0303503	0.0397519	
1.15405	-0.0668082	0.00155888	
1.15776	-0.0358621	-0.0282288	
1.17014	-0.0882187	-0.00114783	
1.1491	-0.0165212	0.000260999	
1.16837	-0.0739293	-0.00358997	
1.16494	-0.0744992	0.00305797	
1.15521	-0.0508435	-0.000786941	
1.15705	-0.112392	0.00923667	
1.16631	-0.416694	-0.0998622	
1.26265	0.310455	0.10232	
1.13415	-0.129472	-0.0285769	
1.16811	-0.0481238	-0.00544686	
1.1546	-0.0315245	0.00550393	
1.15642	-0.114528	-0.00176813	
1.1787	-0.0684585	0.00287604	
1.17521	-0.0738304	0.00162275	
1.16782	-0.0582961	-0.0111141	
1.14764	-0.0446336	2.02646e-06	
1.1641	-0.119944	0.00598016	
1.15984	-0.0421212	-0.003415	
1.17401	-0.0706814	0.00732806	
1.16123	-0.129671	-0.0018935	
1.16042	-0.0196056	-0.00936331	
1.14158	-0.0692417	0.0172756	
1.16526	-0.133305	-0.0100949	
1.15642	-0.0413929	0.028526	
1.1557	-0.14883	-0.0275825	
1.17194	-0.0767835	0.00245853	
1.16787	-0.07913	-0.00284546	
1.1536	-0.102106	0.000573918	
1.1556	-0.0802062	0.0436268	
1.15062	-0.131536	-0.025449	
1.16404	-0.107157	-0.0124477	
1.15871	-0.0959717	0.0110123	
1.15704	-0.176389	-0.0267156	
1.1632	-0.0200226	0.00726929	
1.15485	-0.109571	0.0238254	
1.16114	-0.136242	-0.0234205	
1.1383	-0.0761842	-0.00088322	
1.16363	-0.152003	0.00480224	
1.15459	-0.0494407	0.0241827	
1.1504	-0.145356	-0.0308533	
1.16301	-0.166651	0.00745677	
1.17365	-0.15209	-0.00010763	
1.16528	-0.103113	0.0204774	
1.15391	-0.25523	-0.0652761	
1.18705	-0.0875749	0.0278226	
1.1731	-0.0881307	0.00721349	
1.15648	-0.147763	0.00474324	
1.15766	-0.163128	-0.000164321	
1.16482	-0.155248	-0.0042787	
1.16525	-0.145919	-1.6045e-06	
1.1238	-0.138621	0.0577346	
1.17393	-0.153111	-0.030915	
1.17413	-0.170629	-0.0199514	
1.19158	-0.1425	0.00331356	
1.14401	-0.215222	-0.0101099	
1.16394	-0.182539	0.00202822	
1.17138	-0.109545	0.00623391	
1.14461	-0.181106	0.0147383	
1.15299	-0.238729	-0.0329115	
1.17543	-0.207071	-0.00630987	
1.17767	-0.0770311	0.0486433	
1.12925	-0.177541	-0.0126889	
1.14897	-0.191052	-0.0162554	
1.16779	-0.239528	-0.0143624	
1.15459	-0.0966267	0.0488236	
1.12295	-0.222198	0.00682984	
1.16958	-0.212295	-0.0427291	
1.16802	-0.206405	-0.000667882	
1.15622	-0.193351	0.00083895	
