Hebi 1 torque	Hebi 2 torque	M3 torque
1.18296	-0.0250657	-0.00907826	
1.17463	0.0374323	0.0159079	
1.16909	0.00666454	0.00642275	
1.16931	-0.0508685	-0.0230023	
1.17544	-0.0682752	-0.0231598	
1.18057	0.112564	0.03483	
1.16492	-0.0818931	-0.0134025	
1.18324	0.0329591	0.0276616	
1.18798	-0.0854958	-0.0346885	
1.19399	0.0851794	0.03315	
1.14921	0.0135121	-0.00571398	
1.17778	-0.0880794	-0.0180221	
1.19472	0.0604955	0.0037281	
1.17515	-0.0399412	0.00579649	
1.17436	0.0292589	-0.0188678	
1.17676	-0.0589312	0.006705	
1.18974	0.0237258	0.0284934	
1.1843	-0.0223159	-0.000790763	
1.18139	-0.0020761	-0.00389448	
1.20468	0.0043098	0.020761	
1.12395	-0.047061	0.0631395	
1.21014	0.0359388	-0.0799572	
1.20258	-0.0380175	0.00609534	
1.19663	-0.0663652	-0.0153867	
1.20571	0.0115719	-0.00280479	
1.19056	-0.0216244	0.00929346	
1.17221	-0.0553838	-0.0297111	
1.19622	0.00209326	0.00916324	
1.17978	0.0574032	0.0357024	
1.17428	-0.0434905	-0.0127819	
1.17611	-0.00243952	-0.019271	
1.1851	-0.0673085	0.00268857	
1.19024	0.0310582	0.0208983	
1.18982	-0.0254043	-0.0273573	
1.18576	-0.0194524	0.00716801	
1.17875	0.0429305	-0.00543362	
1.18129	-0.0573192	-0.00464904	
1.19535	-0.0225244	0.00372524	
1.16988	0.0384229	0.0144114	
1.1653	-0.101295	-0.0324291	
1.18512	0.0918747	0.0220965	
1.18251	-0.0615725	0.00795977	
1.19061	-0.0365936	-0.00416725	
1.16751	-0.179732	-0.0109818	
1.20372	0.0975357	0.00991046	
1.19188	-0.0415497	-0.00890465	
1.1975	-0.00344409	-0.0034331	
1.16833	0.0172211	0.0195147	
1.16826	-0.00996839	0.0102768	
1.1869	-0.0384689	-0.0259009	
1.18834	-0.0271701	0.000149871	
1.185	-0.0170768	0.00746757	
1.19234	-0.034085	-0.00734511	
1.17849	0.00934326	0.0332831	
1.17385	-0.0390873	-0.0303257	
1.18484	-0.0309098	-0.000203874	
1.18493	-0.0328963	0.00187704	
1.18046	-0.0131965	-0.00466249	
1.18783	-0.0712107	-0.00855745	
1.191	-0.0252099	0.0101816	
1.17443	-0.0844043	-0.00487416	
1.17311	-0.132977	-0.0618085	
1.18952	0.0273794	0.047029	
1.17474	0.0544749	0.0355984	
1.15524	-0.00337768	-0.00481612	
1.16103	-0.0752409	0.0161209	
1.18201	-0.0341454	-0.0285141	
1.17657	-0.120088	-0.00219774	
1.19886	-0.0399529	-0.00608644	
1.18997	-0.00458175	0.00124248	
1.17486	-0.0220277	0.0135373	
1.18031	-0.043045	-0.00835338	
1.18551	-0.0083815	-0.00418475	
1.1607	-0.0912761	-0.00826415	
1.18706	-0.0397543	0.00847166	
1.16605	0.000277863	-0.00423633	
1.17573	-0.0675634	0.0202823	
1.17594	-0.0398384	-0.0155547	
1.18078	-0.0331559	0.0260136	
1.18094	-0.159346	-0.0254864	
1.18887	0.010849	-0.00891004	
1.16483	0.0167657	0.0193954	
1.16142	-0.113901	-0.00648992	
1.16479	-0.0612344	-0.0168094	
1.18423	-0.0200967	0.0222557	
1.16373	-0.0236137	0.0145253	
1.14086	-0.0206814	-0.000248246	
1.15604	-0.100591	-0.0139992	
1.17223	-0.0441056	0.0182464	
1.16009	-0.0234503	0.0104039	
1.16394	-0.0921049	-0.0265442	
1.17034	-0.0711285	0.000606869	
1.17265	-0.107867	-0.00972978	
1.16793	-0.0831428	-0.00546922	
1.16169	-0.149083	-0.0167102	
1.1947	0.0213531	0.0223197	
1.1668	-0.0609583	0.0139976	
1.15817	-0.0532974	-0.0126716	
1.16095	-0.0461634	-0.0100258	
1.14773	-0.0627647	0.0424052	
1.17269	-0.0774701	-0.0100366	
1.16828	-0.108682	-0.0163898	
1.17459	-0.0863126	0.00250483	
1.16952	0.0178998	0.0338751	
1.15955	-0.223493	-0.040693	
1.17644	0.0153237	0.00588488	
1.15065	-0.0884761	-0.000202676	
1.15755	-0.157277	-0.00578034	
1.1833	-0.0394558	-0.00245343	
1.15623	-0.121992	0.00640583	
1.15428	-0.0238955	0.0016381	
1.1407	-0.0634287	0.0205693	
1.14978	-0.165541	-0.00934986	
1.1671	-0.196171	-0.0427728	
1.16985	0.0536006	0.0379122	
1.14243	-0.0985873	-0.0149304	
1.15808	-0.127089	0.00284245	
1.15993	-0.0827888	-2.42774e-05	
1.14034	-0.0408664	0.0312349	
1.14774	-0.173069	-0.0256124	
1.18304	-0.119563	0.0089506	
1.15774	-0.0530114	-0.00703011	
1.15662	-0.156146	0.0041258	
1.16025	-0.125376	-0.00292784	
1.15433	-0.18091	-0.0106906	
1.17643	-0.0297959	0.0121714	
1.15393	-0.123962	0.00511497	
1.15415	-0.100847	-0.00412786	
1.14148	-0.105837	0.023707	
1.14974	-0.254367	-0.0363302	
1.17052	-0.0490087	0.00904869	
1.16453	-0.167294	0.00596929	
1.17747	-0.111317	-0.000369124	
1.16505	-0.104833	0.0229716	
1.15776	-0.138988	-0.0256986	
1.14884	-0.231089	-0.000362365	
1.17942	-0.109254	0.00369219	
1.16252	-0.186748	0.000648222	
1.16467	-0.122461	0.0135615	
1.15419	-0.118648	0.014723	
1.15093	-0.17293	-0.0223981	
1.15956	-0.214505	-0.00540267	
1.18089	-0.153315	0.00674755	
1.17049	-0.165764	-0.00446342	
1.17014	-0.141687	0.0116294	
1.16135	-0.180625	-0.013916	
1.16586	-0.164308	-0.00293682	
1.15046	-0.215247	0.012282	
1.17468	-0.141333	0.000990887	
1.1518	-0.177311	0.0137189	
1.15341	-0.177194	0.00496377	
1.15787	-0.190206	-0.0191007	
1.15244	-0.185252	-0.00434129	
1.13753	-0.139824	0.0334078	
1.15282	-0.229188	-0.0157993	
1.16106	-0.19638	0.00622448	
1.15225	-0.245229	-0.0288691	
1.17038	-0.167843	0.00835412	
1.14429	-0.195419	0.00163945	
1.14716	-0.19289	-0.00712172	
1.14958	-0.226599	0.00115051	
1.1328	-0.144684	0.0135411	
1.1117	-0.220878	0.035379	
1.14955	-0.249311	-0.0384193	
1.13942	-0.143851	0.0338332	
1.13521	-0.275473	-0.0305092	
1.15189	-0.22097	0.00957691	
1.13021	-0.289407	-0.0191764	
1.16662	-0.197727	0.0054967	
1.14475	-0.195753	0.0285413	
1.14552	-0.270416	-0.0187901	
1.15359	-0.312976	-0.00791328	
1.15644	-0.163454	0.0195704	
1.14132	-0.272708	-0.0138819	
1.14094	-0.233238	-0.00204424	
1.1292	-0.229383	-0.00665968	
1.141	-0.243374	0.0335635	
1.14708	-0.310561	-0.0301945	
1.13905	-0.223317	0.0116639	
1.1218	-0.240387	-0.0134902	
1.10721	-0.27956	0.0512664	
1.15334	-0.287083	-0.0321603	
1.14704	-0.256159	-0.00495402	
1.13159	-0.279531	0.00491175	
1.13892	-0.256603	-0.0162758	
1.12085	-0.483249	-0.0279985	
1.15208	-0.176878	0.058578	
1.13092	-0.231084	-0.0270275	
1.10993	-0.237297	-0.0085419	
1.13279	-0.344566	0.0271528	
1.14625	-0.328618	-0.0172331	
1.15649	-0.315109	-0.00554324	
1.15395	-0.315876	0.00178187	
1.15016	-0.296503	0.00163458	
1.10269	-0.347738	0.00474152	
1.14204	-0.301993	0.00537444	
1.131	-0.320025	-0.00518273	
1.13495	-0.263344	0.0271493	
1.12116	-0.311487	-0.0146875	
1.11813	-0.275305	0.0284171	
1.12086	-0.401665	-0.0377801	
1.15502	-0.307942	0.00653809	
1.13904	-0.335496	-0.00524534	
1.12	-0.321705	-0.00400531	
1.12136	-0.313087	0.00508005	
1.13026	-0.350944	-0.00693108	
1.1475	-0.28205	0.0752142	
1.10122	-0.469531	-0.0610242	
1.1521	-0.336405	0.0159574	
1.15005	-0.375736	-0.0102244	
1.12972	-0.311235	0.0345132	
1.12745	-0.415857	-0.0369808	
1.13213	-0.310062	0.00290001	
1.14188	-0.326473	0.055954	
1.10755	-0.382971	-0.0330554	
1.13427	-0.396927	-0.021903	
1.1308	-0.363513	0.0292682	
1.10818	-0.345823	-0.00784878	
1.10341	-0.375602	-0.0249682	
1.12153	-0.42822	0.0286647	
1.13902	-0.369895	-0.0200933	
1.13926	-0.405252	-0.00222969	
1.14331	-0.401832	0.00874327	
1.14062	-0.40968	-0.0097547	
1.14593	-0.381435	0.000340273	
1.1294	-0.416898	-0.00208401	
1.13691	-0.415542	-0.00557021	
1.13952	-0.391312	0.0024063	
1.11757	-0.386912	-0.00164696	
1.12653	-0.390258	0.00928268	
1.12997	-0.481842	-0.00834064	
1.13051	-0.399276	0.00875736	
1.13285	-0.443571	-0.00559601	
1.12312	-0.45068	0.00079777	
1.13726	-0.418673	-0.00485793	
1.12429	-0.467229	-0.00941434	
1.14049	-0.385751	0.0374082	
1.13011	-0.44037	-0.0233739	
1.12412	-0.426548	-0.00118675	
1.14303	-0.414556	0.0282008	
1.11977	-0.453896	0.00905333	
1.13397	-0.551541	-0.0492913	
1.14716	-0.404533	0.0110969	
1.10619	-0.376399	0.0296152	
1.11406	-0.509828	-0.0105792	
1.13367	-0.46827	0.0123612	
1.13975	-0.46951	-0.0184173	
1.12911	-0.428953	0.0207776	
1.12548	-0.469365	-0.0343371	
1.1604	-0.48617	0.012541	
1.13551	-0.521239	-0.0101105	
1.13625	-0.41277	0.0269754	
1.11625	-0.493475	-0.0288558	
1.13536	-0.523331	0.00532982	
1.12351	-0.469901	-0.00335248	
1.13227	-0.508192	0.0191959	
1.11208	-0.53116	0.0160366	
1.14141	-0.481769	-0.0277011	
1.14134	-0.52117	-0.00819971	
1.14526	-0.521108	0.00315238	
1.13991	-0.497619	-0.00117349	
1.13801	-0.500654	-0.00517313	
1.13366	-0.493294	0.00731187	
1.1265	-0.51146	-0.000471985	
1.108	-0.486996	-0.00859289	
1.13024	-0.551673	0.00170353	
1.13808	-0.515275	0.034288	
1.12599	-0.585919	-0.0367413	
1.15197	-0.553684	0.00212256	
1.16676	-0.51924	0.00438292	
1.16559	-0.530337	0.0215131	
1.15554	-0.55076	-0.0251712	
1.16386	-0.552994	0.0127988	
1.16596	-0.569448	-0.00700063	
1.17089	-0.59718	-0.00127267	
1.17499	-0.608269	0.00494878	
1.17366	-0.625504	0.011905	
1.12855	-0.820967	-0.0160237	
1.11302	-0.789362	-0.0128548	
1.13674	-0.862674	0.0333641	
1.13709	-0.861074	0.00601437	
1.1477	-0.884606	0.00014058	
1.15148	-0.929374	-0.0220654	
1.13987	-0.916421	0.0160146	
1.14842	-0.9574	0.0087196	
1.14421	-1.00312	-0.0068747	
1.13714	-1.03972	-0.0162122	
1.13011	-1.04398	0.015691	
1.13557	-1.07256	0.0180573	
1.1482	-1.13041	-0.029952	
1.15665	-1.18427	-0.00522558	
1.15396	-1.18265	0.00521141	
1.14322	-1.1801	0.0329496	
1.14083	-1.21492	-0.0105329	
1.13247	-1.23774	0.000193402	
1.12507	-1.27616	-0.0145335	
1.14672	-1.33078	-0.00721131	
1.14493	-1.33256	0.032413	
1.12494	-1.37243	-0.02225	
1.15134	-1.37919	0.0289446	
1.13562	-1.43361	-0.0324775	
1.12163	-1.48712	-0.0185069	
1.12811	-1.51379	0.015947	
1.13998	-1.52692	-0.0201335	
1.129	-1.61864	0.00401952	
1.15533	-1.60914	0.015566	
1.12235	-1.67158	-0.0132367	
1.12696	-1.69131	-0.00471404	
1.11846	-1.69448	-0.00324536	
1.12718	-1.72632	0.00368017	
1.14323	-1.75166	0.018246	
1.13907	-1.8029	0.00386201	
1.13803	-1.85378	-0.0189574	
1.1321	-1.85949	-0.0048422	
1.12169	-1.89934	-0.00279995	
1.13425	-1.97343	0.00767586	
1.11896	-2.01317	0.0330206	
1.12299	-2.03122	0.00636775	
1.13258	-2.09563	-0.0292482	
1.13267	-2.09105	0.00583032	
1.13344	-2.14076	-0.00563217	
1.11444	-2.12709	0.0391638	
1.1326	-2.24728	-0.0476906	
1.1149	-2.20556	0.0337696	
1.13913	-2.29585	-0.0206226	
1.12107	-2.30804	0.0298245	
1.12058	-2.42288	-0.0461078	
1.12974	-2.39213	0.0362118	
1.11839	-2.45042	-0.0287224	
1.12824	-2.44463	0.00776657	
1.11454	-2.5317	-0.0157956	
1.12734	-2.51551	0.0536111	
1.10956	-2.66014	-0.0572361	
1.11731	-2.63248	0.0244364	
1.12037	-2.62654	-0.0203466	
1.12188	-2.66921	0.0371427	
1.11546	-2.69791	-0.0197458	
1.10638	-2.76563	-0.00063738	
1.11471	-2.84207	-0.00826087	
1.12278	-2.85752	0.007143	
1.11133	-2.89972	-0.0016647	
1.10161	-2.89231	0.0181547	
1.11827	-2.98576	-0.0174696	
1.09107	-2.93576	0.0319953	
1.10898	-3.1097	-0.0424878	
1.08457	-3.11032	0.0139203	
1.0807	-3.05417	0.0212456	
1.10621	-3.17496	-0.0193361	
1.08689	-3.17187	0.00400194	
1.08156	-3.2718	0.00627508	
1.05136	-3.23881	-0.0129782	
1.05507	-3.28651	0.0242492	
1.01862	-3.36786	-0.0219255	
0.993256	-3.48154	-0.00336296	
0.961374	-3.43564	-0.00536014	
0.949786	-3.45916	-0.00446966	
0.943287	-3.48025	0.0117315	
0.918205	-3.52628	0.0199099	
0.880964	-3.61264	-0.0199404	
0.812188	-3.64813	-0.00319676	
0.78253	-3.69793	0.0182516	
0.768804	-3.65332	0.00946018	
0.755616	-3.8271	-0.0479001	
0.725312	-3.76719	0.0235192	
0.699707	-3.74931	-0.00588772	
0.699242	-3.79681	0.000504393	
0.659996	-3.83193	-0.00442751	
0.617935	-4.02674	-0.00923761	
0.592449	-3.97649	0.0131126	
0.555688	-3.98262	-0.00502179	
0.5487	-4.06179	0.00508973	
0.509252	-4.08695	0.0042307	
0.491787	-4.10487	0.000429438	
0.467403	-4.13861	-0.00184347	
0.443528	-4.18084	-0.00150277	
0.416144	-4.28942	-0.004662	
0.344934	-4.32599	-0.00713728	
0.351947	-4.31788	0.0183627	
0.310737	-4.31014	0.0111896	
0.298699	-4.40203	-0.0187236	
0.253285	-4.4246	-0.00176883	
0.216976	-4.35371	0.0432477	
0.231074	-4.46602	-0.0113357	
0.177041	-4.52467	-0.029329	
0.155742	-4.52434	0.0104112	
0.12073	-4.58354	0.0035249	
0.0998174	-4.59567	-0.00424635	
0.0599824	-4.66096	0.000216605	
0.0432228	-4.67379	-0.00239816	
0.00202323	-4.78264	-0.0175658	
-0.0231295	-4.71691	0.0540513	
-0.0289493	-4.8217	-0.0354812	
-0.0853874	-4.83878	0.00261192	
-0.109354	-4.90023	0.00210709	
-0.140649	-4.85326	0.023544	
-0.158565	-4.90247	0.00294043	
-0.196249	-4.99041	-0.0149565	
-0.231868	-4.98771	0.00109608	
-0.250216	-5.02331	0.0162078	
-0.282102	-5.05667	-0.00620264	
-0.310546	-5.05442	-0.0167675	
-0.329489	-5.08496	0.0136879	
-0.377295	-5.08065	0.00730815	
-0.402959	-5.2319	-0.0150264	
-0.438121	-5.26051	-0.00129695	
-0.486989	-5.26554	0.000315319	
-0.502227	-5.26638	0.0298781	
-0.527505	-5.32031	-0.0326057	
-0.557584	-5.35123	0.00109785	
-0.597165	-5.3602	0.00608792	
-0.615352	-5.38017	0.00258957	
-0.647636	-5.40713	0.00513639	
-0.677059	-5.41562	0.0184198	
-0.695792	-5.4872	-0.0285464	
-0.760693	-5.44283	0.0324124	
-0.758893	-5.54964	-0.0205878	
-0.811179	-5.55749	0.0140411	
-0.823758	-5.54539	-0.0159006	
-0.859691	-5.57098	0.0204897	
-0.877133	-5.66061	-0.0139742	
-0.92319	-5.69412	0.0055169	
-0.9427	-5.66801	0.0340408	
-0.978254	-5.71693	-0.0327516	
-0.984795	-5.75388	0.0032926	
-1.02338	-5.81111	0.00462099	
-1.07331	-5.9187	-0.0407358	
-1.14487	-5.92207	0.0514748	
-1.11601	-5.88437	-0.0176363	
-1.14638	-5.885	0.0109301	
-1.17601	-5.93662	-0.00776306	
-1.20333	-5.98819	-0.000780411	
-1.23522	-5.94686	0.0139051	
-1.25015	-6.01872	-0.0126593	
-1.30041	-6.01987	0.00102639	
-1.31228	-6.10243	0.00772149	
-1.36849	-6.09678	0.0014936	
-1.38489	-6.15296	-0.0132518	
-1.42284	-6.14376	0.025319	
-1.43935	-6.23111	-0.0323736	
-1.47938	-6.14595	0.031184	
-1.48365	-6.24256	-0.0318882	
-1.52002	-6.2173	0.0202158	
-1.54769	-6.2403	-0.00256143	
-1.56985	-6.30406	-0.00145082	
-1.60401	-6.29153	-0.00446445	
-1.62681	-6.30561	0.00635532	
-1.65137	-6.38672	-0.00226279	
-1.6965	-6.39352	0.00895928	
-1.71167	-6.42055	0.000420499	
-1.73844	-6.39372	0.0212893	
-1.74268	-6.44989	-0.00962383	
-1.78807	-6.41959	0.0112926	
-1.79555	-6.46651	-0.0129622	
-1.83711	-6.5325	-0.00313832	
-1.87219	-6.48821	-0.00167401	
-1.87985	-6.56066	0.00213848	
-1.9231	-6.67494	-0.00672937	
-1.93131	-6.60586	0.00722052	
-1.97239	-6.66026	0.00944372	
-1.98318	-6.6316	0.0039329	
-1.99419	-6.66005	0.00237213	
-2.02673	-6.6427	0.00581246	
-2.05019	-6.68434	-0.00577048	
-2.07853	-6.70019	-0.00266214	
-2.10268	-6.73439	0.00518528	
-2.13774	-6.74004	0.00344736	
-2.13935	-6.76803	-0.00945573	
-2.1735	-6.80194	0.0122711	
-2.18558	-6.80775	0.000890453	
-2.20225	-6.82334	-0.00612264	
-2.21559	-6.78491	0.0107427	
-2.19072	-6.88243	-0.0131288	
-2.21677	-6.85127	0.00905142	
-2.28669	-6.8921	0.00922886	
-2.30724	-6.89694	-0.00746701	
-2.27065	-6.89196	0.00949464	
-2.34589	-6.94263	-0.00867908	
-2.35661	-6.91085	0.0115005	
-2.32461	-6.85398	0.0602523	
-2.42249	-6.97881	-0.0528555	
-2.42425	-6.9638	0.00274056	
-2.36755	-6.97187	0.00328451	
-2.37509	-6.97401	0.00577306	
-2.46632	-6.96025	-0.00205989	
-2.48353	-6.99348	0.0177275	
-2.50548	-7.02652	-0.0063516	
-2.51219	-7.00729	0.00125371	
-2.46144	-7.04227	-5.08137e-05	
-2.5619	-7.05404	0.00391733	
-2.57332	-7.03628	0.00440348	
-2.56829	-7.07827	-0.0059464	
-2.75324	-7.29822	0.00497793	
-2.5772	-7.16078	0.00124862	
-2.62328	-7.04897	0.00501681	
-2.63516	-6.99897	0.0223606	
-2.62884	-7.09309	-0.0238927	
-2.66312	-7.06638	0.00415642	
-2.65552	-7.04038	0.0262418	
-2.69363	-7.10475	-0.0184543	
-2.70561	-7.08014	0.00334826	
-2.65891	-7.10724	-0.000927252	
-2.7271	-7.09861	0.00421364	
-2.79212	-7.1765	0.0251985	
-2.71718	-7.13976	-0.0206295	
-2.76009	-7.0875	0.00582454	
-2.7729	-7.15455	-0.0182913	
-2.8129	-7.08105	0.0213896	
-2.81799	-7.05923	0.000327573	
-2.74491	-7.07702	-0.00161737	
-2.82032	-7.08483	0.00779269	
-2.86706	-7.1293	0.018968	
-2.83823	-7.10618	-0.0156233	
-2.81637	-7.18889	0.00075706	
-2.93469	-7.1387	-0.0199808	
-2.82295	-7.06425	0.0322722	
-3.06651	-7.31193	-0.0224235	
-2.86993	-7.13284	0.00219425	
-2.90144	-7.08143	-0.00645019	
-2.94836	-7.0948	0.00471458	
-2.88892	-7.07095	0.00248553	
-2.90775	-7.07069	-0.00116113	
-2.8725	-7.01546	0.0318687	
-2.96528	-7.00421	0.000351438	
-2.97835	-7.08287	-0.0127485	
-3.16267	-7.23524	0.0068465	
-2.95066	-7.0206	-0.000650361	
-2.96325	-7.01668	-0.000194506	
-3.1447	-7.17881	0.0035085	
-2.98538	-6.90934	0.053152	
-2.99657	-7.00598	-0.0426012	
-3.05089	-7.01069	-0.0342893	
-3.10126	-7.00705	0.0434469	
-3.07672	-6.96939	-0.0310331	
-2.9495	-6.91743	-0.00667285	
-3.21439	-7.09868	0.00651509	
-2.98793	-6.92403	-0.00702245	
-3.01193	-6.89529	0.0115197	
-3.06341	-6.8303	0.0265267	
-3.06622	-6.82569	-0.0141461	
-2.95393	-6.8128	-0.0108339	
-2.96239	-6.76704	0.0143589	
-3.10863	-6.8808	-0.0079489	
-3.05855	-6.82466	-0.0215828	
-3.25501	-6.95145	0.0258486	
-3.01841	-6.7496	-0.0138569	
-3.06745	-6.74983	-0.00929775	
-3.06295	-6.72747	0.00121292	
-3.04935	-6.64425	0.00631272	
-3.00304	-6.64622	-0.00590383	
-3.06411	-6.59844	0.0325975	
-3.05951	-6.63468	-0.0150217	
-3.05001	-6.56683	-0.00066816	
-3.05765	-6.53919	0.00232853	
-3.01384	-6.50556	-0.000841059	
-3.00596	-6.53069	-0.00164614	
-3.06404	-6.55533	-0.0131193	
-3.08692	-6.48266	0.047563	
-3.05752	-6.4797	0.00790548	
-3.06934	-6.4348	0.0238608	
-3.05536	-6.38486	-0.0297648	
-3.02126	-6.36929	0.00604234	
-3.20056	-6.67083	-0.0371664	
-3.00199	-6.3095	0.0360294	
-3.02627	-6.22585	0.00883543	
-3.04081	-6.24858	-0.0168872	
-3.00859	-6.19664	0.0173898	
-3.02758	-6.13415	-0.00451576	
-3.00717	-6.18857	-0.0112491	
-3.01815	-6.10786	0.015783	
-3.05481	-6.08876	-0.00235204	
-3.04651	-6.03863	0.0113719	
-3.04445	-6.02296	0.00252787	
-3.06842	-5.97394	0.0243995	
-3.06441	-5.95952	0.010443	
-3.05713	-5.95418	-0.023987	
-3.05561	-5.94269	0.00230454	
-3.05365	-5.92915	-0.00421056	
-3.05161	-5.8645	0.00687149	
-3.04604	-5.90641	-0.009969	
-3.04361	-5.80851	0.0103126	
-3.05016	-5.74881	0.043639	
-3.04063	-6.02853	-0.0381614	
-3.06071	-5.70068	0.0052894	
-3.05972	-5.69183	0.0259229	
-3.06155	-5.69653	-0.0310076	
-3.07068	-5.60207	0.0275841	
-3.06958	-5.62274	-0.0181822	
-3.09109	-5.54817	0.00589208	
-3.08103	-5.53718	-0.000205635	
-3.10288	-5.51227	0.00529144	
-3.09991	-5.49295	-0.00777018	
-3.08732	-5.49166	-0.00422098	
-3.09987	-5.44757	0.00754721	
-3.1027	-5.39238	0.0300293	
-3.05389	-5.41832	-0.0331659	
-3.10458	-5.36685	0.00608441	
-3.08439	-5.29307	0.00317273	
-3.08135	-5.2548	0.0215893	
-3.10049	-5.26387	-0.0226382	
-3.08781	-5.28226	0.000550395	
-3.09422	-5.17719	0.00354468	
-3.09393	-5.11573	0.0245978	
-3.09385	-5.10539	-0.0244082	
-3.08057	-5.05906	0.00917079	
-3.10145	-5.0403	0.00704748	
-3.09819	-4.9902	-0.00952192	
-3.09793	-4.96351	0.00886912	
-3.08519	-4.91673	-0.00325772	
-3.0996	-4.86659	0.00706591	
-3.09154	-4.93099	-0.00277693	
-3.10999	-4.80497	0.0116415	
-3.08228	-4.76024	-0.00540266	
-3.20264	-4.79231	0.0964558	
-3.09039	-4.7215	-0.09629	
-3.08509	-4.61432	0.015596	
-3.07584	-4.61532	0.00151082	
-3.10416	-4.46152	0.0279207	
-3.11011	-4.63867	-0.0577828	
-3.09917	-4.60693	0.0308103	
-3.09022	-4.45477	-0.00963098	
-3.08565	-4.38472	0.0031452	
-3.09711	-4.38743	0.00696188	
-3.10287	-4.34066	0.00682853	
-3.0965	-4.26569	-0.00733734	
-3.09557	-4.25257	0.00322923	
-3.10239	-4.12812	0.0133281	
-3.0993	-4.10668	-0.0103829	
-3.09863	-4.0656	-0.00175713	
-3.10963	-4.11313	-0.0124598	
-3.09915	-3.99007	0.00804754	
-3.11008	-3.90375	0.0313105	
-3.1044	-3.92972	-0.00815688	
-3.13196	-3.87343	-0.00588416	
-3.12585	-3.78036	0.0149778	
-3.10989	-3.74259	-0.0119868	
-3.11441	-3.70214	0.00699972	
-3.11443	-3.62398	0.00502214	
-3.12306	-3.55637	-0.00872095	
-3.12924	-3.5449	0.00395391	
-3.1195	-3.47164	0.00585703	
-3.11672	-3.39062	-0.00566385	
-3.13988	-3.38504	0.0435047	
-3.13576	-3.30019	-0.0355414	
-3.145	-3.35452	0.0024257	
-3.15568	-3.21113	0.00670578	
-3.13273	-3.17679	-0.00793046	
-3.14205	-3.2194	-0.0153464	
-3.18503	-3.11192	0.00901488	
-3.18639	-3.06023	0.0168849	
-3.14222	-2.91618	0.00455783	
-3.15961	-2.97795	-0.00876657	
-3.15607	-2.85896	0.0192909	
-3.15302	-2.84101	-0.0272205	
-3.17725	-2.76478	0.0136052	
-3.16738	-2.72873	-0.00434338	
-3.19242	-2.67566	-0.0145711	
-3.18026	-2.68079	0.00655644	
-3.18487	-2.49765	0.0230347	
-3.19499	-2.45989	0.00968067	
-3.19595	-2.44893	-0.0149824	
-3.22626	-2.40041	0.00674036	
-3.2078	-2.29417	0.0291338	
-3.22914	-2.42393	-0.0575244	
-3.19758	-2.22133	0.0340772	
-3.21529	-2.14581	0.00231022	
-3.20963	-2.10319	-0.00267843	
-3.20177	-2.15284	-0.0230907	
-3.22263	-1.96682	0.0173963	
-3.24192	-1.95642	0.0052853	
-3.24056	-1.84447	0.0420947	
-3.26692	-1.87126	-0.0328444	
-3.27338	-1.74324	0.0193879	
-3.26822	-1.7615	-0.01021	
-3.30163	-1.77912	-0.0101996	
-3.31594	-1.70259	-0.00721198	
-3.36395	-1.72114	0.116823	
-3.2958	-1.57174	-0.0957816	
-3.321	-1.66479	-0.0130277	
-3.31134	-1.45954	0.0122376	
-3.32024	-1.50081	-0.00203706	
-3.33852	-1.50479	0.000990897	
-3.32698	-1.3944	0.00169045	
-3.32688	-1.421	-0.00900031	
-3.32992	-1.30487	0.00747212	
-3.33187	-1.31444	-0.00959324	
-3.36105	-1.37059	-0.0289351	
-3.34909	-1.2152	0.0019375	
-3.35191	-1.15814	0.0193998	
-3.35187	-1.15964	0.000695999	
-3.36347	-1.07129	0.00285211	
-3.37512	-0.982654	0.0131794	
-3.4679	-1.07751	0.0929323	
-3.38672	-0.956958	-0.0766431	
-3.39184	-0.97625	-0.00926041	
-3.40506	-0.901633	-0.0130863	
-3.40884	-0.856153	0.0143896	
-3.41081	-0.894565	-0.0108005	
-3.4201	-0.794989	0.00620361	
-3.4258	-0.79043	0.00182149	
-3.50924	-0.800423	0.0607803	
-3.43564	-0.721794	-0.0652743	
-3.54901	-0.767564	0.0559339	
-3.49184	-0.774495	-0.0422948	
-3.46095	-0.62826	0.013919	
-3.45487	-0.633203	-0.0151442	
-3.47977	-0.600396	-0.00939408	
-3.46808	-0.703082	-0.0110207	
-3.50297	-0.533226	-0.0230041	
-3.50416	-0.606294	0.0118205	
-3.50682	-0.540294	-0.0108374	
-3.51359	-0.578571	0.023026	
-3.52357	-0.556241	0.0279109	
-3.52644	-0.619273	-0.0295629	
-3.53493	-0.566535	-0.0021824	
-3.53961	-0.636171	0.00798403	
-3.54608	-0.544073	-0.00334772	
-3.55165	-0.557161	-0.00532897	
-3.55485	-0.614377	0.0116693	
-3.56411	-0.536184	-0.00908955	
-3.56365	-0.581933	-0.031487	
-3.56967	-0.579978	0.00789391	
-3.58238	-0.533892	0.00236709	
-3.59364	-0.558137	0.00614595	
-3.59883	-0.534236	0.0074432	
-3.60739	-0.588984	0.00450171	
-3.61522	-0.535566	-0.00513965	
-3.6198	-0.589231	0.000602776	
-3.63881	-0.515889	-0.00264347	
-3.64021	-0.574467	0.0313978	
-3.63375	-0.596677	-0.0296595	
-3.65849	-0.522413	0.0113484	
-3.65668	-0.498952	-0.00997128	
-3.66139	-0.503742	-0.00147434	
-3.68012	-0.54718	0.0077849	
-3.67167	-0.574949	-0.00437482	
-3.67052	-0.461579	0.00554615	
